,ID,Description,human_SYMBOL,human_log2FoldChange,human_padj,human_sig,mouse_SYMBOL,mouse_log2FoldChange,mouse_padj,mouse_sig,sig
834,hsa00630,Glyoxylate and dicarboxylate metabolism,GRHPR,1.489342719,0.002087092,none,Grhpr,2.472276565,8.99E-06,up,none
835,hsa00630,Glyoxylate and dicarboxylate metabolism,PGP,2.298498834,9.36E-08,up,Pgp,0.810843114,0.063222278,none,none
836,hsa00630,Glyoxylate and dicarboxylate metabolism,GLUL,0.036014169,0.958881647,none,Glul,-0.936412013,1.87E-05,none,none
837,hsa00630,Glyoxylate and dicarboxylate metabolism,SHMT2,2.919195472,3.47E-08,up,Shmt2,-0.11902413,0.810922355,none,none
838,hsa00630,Glyoxylate and dicarboxylate metabolism,SHMT1,4.692621342,1.63E-12,up,Shmt1,-0.522672506,0.062981801,none,none
839,hsa00630,Glyoxylate and dicarboxylate metabolism,GLDC,5.732821961,1.47E-31,up,Gldc,1.709471424,1.66E-07,up,same
840,hsa00630,Glyoxylate and dicarboxylate metabolism,AMT,1.905278994,0.538617016,none,Amt,3.46695612,3.09E-11,up,none
841,hsa00630,Glyoxylate and dicarboxylate metabolism,DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
842,hsa00630,Glyoxylate and dicarboxylate metabolism,GCSH,1.198816537,0.259363817,none,Gcsh,-2.008427306,1.32E-10,down,none
843,hsa00630,Glyoxylate and dicarboxylate metabolism,GLYCTK,-0.769037809,0.565731454,none,Glyctk,0.263169098,0.91968002,none,none
844,hsa00630,Glyoxylate and dicarboxylate metabolism,AFMID,-2.532349113,7.58E-06,down,Afmid,-1.192930467,0.130709627,none,none
845,hsa00564,Glycerophospholipid metabolism,GPD1L,-1.110253701,0.134664649,none,Gpd1l,-2.131098695,9.23E-18,down,none
846,hsa00564,Glycerophospholipid metabolism,GPD1,-5.750796285,0.009193255,down,Gpd1,-2.867913474,0.029257109,down,same
847,hsa00564,Glycerophospholipid metabolism,GPD2,-0.613564543,0.2231902,none,Gpd2,2.603406592,2.19E-33,up,none
848,hsa00564,Glycerophospholipid metabolism,GPAM,-1.321799641,0.032326882,none,Gpam,1.829491961,0.005549002,up,none
849,hsa00564,Glycerophospholipid metabolism,GPAT2,-0.039251561,0.989700088,none,Gpat2,2.745079287,0.000380244,up,none
850,hsa00564,Glycerophospholipid metabolism,AGPAT1,-0.001280551,0.998952709,none,Agpat1,-1.562442771,2.08E-06,down,none
851,hsa00564,Glycerophospholipid metabolism,AGPAT2,0.620136201,0.243491556,none,Agpat2,4.830353047,4.09E-54,up,none
852,hsa00564,Glycerophospholipid metabolism,AGPAT3,-3.86478356,9.91E-05,down,Agpat3,0.344384918,0.496733653,none,none
853,hsa00564,Glycerophospholipid metabolism,AGPAT4,-3.635512409,2.47E-07,down,Agpat4,4.454751634,1.38E-08,up,diff
854,hsa00564,Glycerophospholipid metabolism,AGPAT5,1.538046486,0.003999893,up,Agpat5,-1.416281587,0.000109858,none,none
855,hsa00564,Glycerophospholipid metabolism,LCLAT1,-0.59685163,0.338727884,none,Lclat1,-1.289959327,2.58E-05,none,none
856,hsa00564,Glycerophospholipid metabolism,MBOAT1,3.889122113,0.011272467,up,Mboat1,10.04292625,1.95E-21,up,same
857,hsa00564,Glycerophospholipid metabolism,MBOAT2,-1.212153985,0.052196764,none,Mboat2,0.893780393,0.000506191,none,none
858,hsa00564,Glycerophospholipid metabolism,GNPAT,-0.578404123,0.360002657,none,Gnpat,0.179844792,0.595533423,none,none
859,hsa00564,Glycerophospholipid metabolism,ADPRM,0.582583013,0.439912115,none,Adprm,1.040055933,0.225934264,none,none
860,hsa00564,Glycerophospholipid metabolism,LPIN1,2.186706518,2.55E-05,up,Lpin1,1.459721609,0.004685078,none,none
861,hsa00564,Glycerophospholipid metabolism,LPIN3,-1.068192275,0.40366991,none,Lpin3,2.486277174,0.003022433,up,none
862,hsa00564,Glycerophospholipid metabolism,LPIN2,-1.035412308,0.058828782,none,Lpin2,-3.105391834,2.67E-32,down,none
863,hsa00564,Glycerophospholipid metabolism,DGKZ,2.930283456,2.95E-09,up,Dgkz,1.876624339,2.68E-07,up,same
864,hsa00564,Glycerophospholipid metabolism,DGKD,-1.283416968,0.02257533,none,Dgkd,-0.96062893,0.000795196,none,none
865,hsa00564,Glycerophospholipid metabolism,DGKI,-7.714690082,0.000149305,down,Dgki,-7.210030656,5.22E-07,down,same
866,hsa00564,Glycerophospholipid metabolism,DGKA,3.040958972,0.022871676,up,Dgka,3.35408278,7.27E-13,up,same
867,hsa00564,Glycerophospholipid metabolism,DGKE,-4.340490027,5.60E-09,down,Dgke,-2.56006687,2.72E-28,down,same
868,hsa00564,Glycerophospholipid metabolism,DGKB,-5.84393907,3.69E-06,down,Dgkb,-4.077790826,NA,NA,NA
869,hsa00564,Glycerophospholipid metabolism,DGKH,1.486100261,0.133253693,none,Dgkh,-1.686830861,1.25E-11,down,none
870,hsa00564,Glycerophospholipid metabolism,DGKG,-2.201239717,0.308779993,none,Dgkg,-3.296653757,0.04132482,down,none
871,hsa00564,Glycerophospholipid metabolism,DGKQ,2.303957615,0.12541168,none,Dgkq,2.107290303,0.01052097,up,none
872,hsa00564,Glycerophospholipid metabolism,DGKK,1.84790724,0.241660799,none,Dgkk,-8.035253884,3.23E-05,down,none
873,hsa00564,Glycerophospholipid metabolism,CHPT1,4.057320817,9.12E-17,up,Chpt1,2.457529702,4.23E-15,up,same
874,hsa00564,Glycerophospholipid metabolism,CEPT1,2.777213015,3.72E-05,up,Cept1,0.369986003,0.289293173,none,none
875,hsa00564,Glycerophospholipid metabolism,PLD1,-1.539457928,0.064330375,none,Pld1,-7.269942264,1.83E-42,down,none
876,hsa00564,Glycerophospholipid metabolism,PLD2,-1.355993169,0.022340497,none,Pld2,-3.644216367,2.87E-12,down,none
877,hsa00564,Glycerophospholipid metabolism,PLD3,-0.69584072,0.181116823,none,Pld3,4.632639146,2.79E-36,up,none
878,hsa00564,Glycerophospholipid metabolism,PLD4,2.77405677,NA,NA,Pld4,-6.883812507,0.000110831,down,NA
879,hsa00564,Glycerophospholipid metabolism,LCAT,-0.819213317,0.62914822,none,Lcat,1.610344868,0.605112633,none,none
880,hsa00564,Glycerophospholipid metabolism,PLA2G10,7.337895912,0.001327805,up,Pla2g10,0.926320462,0.304387663,none,none
881,hsa00564,Glycerophospholipid metabolism,PLA2G2D,2.783453119,NA,NA,Pla2g2d,-4.244059969,NA,NA,NA
882,hsa00564,Glycerophospholipid metabolism,PLA2G3,-0.456333314,NA,none,Pla2g3,-5.746258479,0.003607878,down,none
883,hsa00564,Glycerophospholipid metabolism,PLA2G2F,2.783453119,NA,NA,Pla2g2f,0.866697705,0.698712588,none,none
884,hsa00564,Glycerophospholipid metabolism,PLA2G12A,-0.0188523,0.982629089,none,Pla2g12a,-0.167990656,0.684422818,none,none
885,hsa00564,Glycerophospholipid metabolism,PLA2G12B,-1.825233461,0.487011823,none,Pla2g12b,-3.896130811,NA,NA,none
886,hsa00564,Glycerophospholipid metabolism,PLA2G5,0.177676575,NA,none,Pla2g5,6.579060687,3.24E-07,up,none
887,hsa00564,Glycerophospholipid metabolism,PLA2G4E,2.792799662,NA,NA,Pla2g4e,-8.964832079,3.35E-16,down,NA
888,hsa00564,Glycerophospholipid metabolism,PLA2G4A,1.180696854,NA,none,Pla2g4a,-3.581864709,0.192413854,none,none
889,hsa00564,Glycerophospholipid metabolism,PLA2G4C,-6.403312751,6.59E-10,down,Pla2g4c,-6.762076981,6.59E-143,down,same
890,hsa00564,Glycerophospholipid metabolism,PLA2G4F,4.30075496,6.72E-10,up,Pla2g4f,2.076853978,0.066283034,none,none
891,hsa00564,Glycerophospholipid metabolism,PLA2G6,1.042878916,0.617543751,none,Pla2g6,0.289456459,0.512925286,none,none
892,hsa00564,Glycerophospholipid metabolism,PLB1,-2.963811322,0.000414209,down,Plb1,4.265331293,1.53E-24,up,diff
893,hsa00564,Glycerophospholipid metabolism,LPCAT2,-1.781957919,0.013582038,down,Lpcat2,-6.700920299,6.21E-20,down,same
894,hsa00564,Glycerophospholipid metabolism,LPCAT1,-2.573805922,5.60E-09,down,Lpcat1,1.87092213,2.33E-16,up,diff
895,hsa00564,Glycerophospholipid metabolism,LPCAT4,-1.754046608,0.000133647,down,Lpcat4,-1.295877803,0.000472713,none,none
896,hsa00564,Glycerophospholipid metabolism,LPCAT3,0.551150774,0.599789163,none,Lpcat3,4.577523267,2.51E-35,up,none
897,hsa00564,Glycerophospholipid metabolism,LYPLA1,3.066941779,2.41E-11,up,Lypla1,0.129146055,0.639593374,none,none
898,hsa00564,Glycerophospholipid metabolism,PLA2G15,-3.229501682,7.72E-06,down,Pla2g15,-0.326126463,0.241097707,none,none
899,hsa00564,Glycerophospholipid metabolism,LYPLA2,5.059325897,1.81E-34,up,Lypla2,1.682397408,0.010918954,up,same
900,hsa00564,Glycerophospholipid metabolism,PNPLA6,0.492209391,0.742243673,none,Pnpla6,2.314232566,5.70E-10,up,none
901,hsa00564,Glycerophospholipid metabolism,PNPLA7,-2.882047887,0.341509528,none,Pnpla7,-1.000770406,0.022534204,none,none
902,hsa00564,Glycerophospholipid metabolism,GPCPD1,0.225611459,0.671725528,none,Gpcpd1,0.111135424,0.784020027,none,none
903,hsa00564,Glycerophospholipid metabolism,CHAT,0.536311267,NA,none,Chat,-0.427785103,NA,none,none
904,hsa00564,Glycerophospholipid metabolism,ACHE,-3.408304153,0.004341366,down,Ache,-6.698408113,0.011405208,down,same
905,hsa00564,Glycerophospholipid metabolism,CHKA,-1.342362866,0.005140487,none,Chka,-1.143381675,0.000577687,none,none
906,hsa00564,Glycerophospholipid metabolism,CHKB,1.056630922,0.631139073,none,Chkb,1.05517701,0.496823244,none,none
907,hsa00564,Glycerophospholipid metabolism,PHOSPHO1,-4.812820252,4.53E-29,down,Phospho1,-3.741846536,0.218473378,none,none
908,hsa00564,Glycerophospholipid metabolism,PCYT1B,-5.574496547,0.000425541,down,Pcyt1b,-1.503722099,0.00031124,down,same
909,hsa00564,Glycerophospholipid metabolism,PCYT1A,1.868693696,0.001346021,up,Pcyt1a,-2.866768848,2.32E-20,down,diff
910,hsa00564,Glycerophospholipid metabolism,ETNK1,-0.558359018,0.263424295,none,Etnk1,2.231570441,3.50E-05,up,none
911,hsa00564,Glycerophospholipid metabolism,ETNK2,3.062050112,2.32E-08,up,Etnk2,-0.499900912,0.563012206,none,none
912,hsa00564,Glycerophospholipid metabolism,PCYT2,2.883793626,6.16E-07,up,Pcyt2,0.806184744,0.057313946,none,none
913,hsa00564,Glycerophospholipid metabolism,ETNPPL,-1.92093799,0.341112011,none,Etnppl,-5.888548407,6.32E-05,down,none
914,hsa00564,Glycerophospholipid metabolism,PEMT,3.745086422,5.05E-12,up,Pemt,0.123519741,0.690695433,none,none
915,hsa00564,Glycerophospholipid metabolism,CDS1,-0.341739974,0.573600933,none,Cds1,-1.800436059,0.000301571,down,none
916,hsa00564,Glycerophospholipid metabolism,CDS2,-2.062040648,1.31E-05,down,Cds2,2.236218372,7.15E-12,up,diff
917,hsa00564,Glycerophospholipid metabolism,PLA1A,-4.313495735,NA,NA,Pla1a,-2.249016917,0.002833284,down,NA
918,hsa00564,Glycerophospholipid metabolism,PTDSS1,-0.325749622,0.541288358,none,Ptdss1,2.155420314,1.89E-31,up,none
919,hsa00564,Glycerophospholipid metabolism,PTDSS2,0.35834755,0.532433537,none,Ptdss2,-0.851173993,0.018330233,none,none
920,hsa00564,Glycerophospholipid metabolism,PISD,1.593581921,0.000469967,up,Pisd,2.722033978,2.28E-09,up,same
921,hsa00564,Glycerophospholipid metabolism,PGS1,1.54011551,0.011070977,up,Pgs1,-1.569395244,3.11E-06,down,diff
922,hsa00564,Glycerophospholipid metabolism,CRLS1,0.85708603,0.12126008,none,Crls1,0.06968786,0.887186642,none,none
923,hsa00564,Glycerophospholipid metabolism,LPGAT1,-1.371006213,0.060633026,none,Lpgat1,-0.820876087,0.003814266,none,none
924,hsa00564,Glycerophospholipid metabolism,CDIPT,-0.603558974,0.281846464,none,Cdipt,1.185553067,6.37E-08,none,none
925,hsa00564,Glycerophospholipid metabolism,MBOAT7,1.979506286,0.000306741,up,Mboat7,1.380744918,0.000483499,none,none
926,hsa00260,"Glycine, serine and threonine metabolism",SHMT2,2.919195472,3.47E-08,up,Shmt2,-0.11902413,0.810922355,none,none
927,hsa00260,"Glycine, serine and threonine metabolism",SHMT1,4.692621342,1.63E-12,up,Shmt1,-0.522672506,0.062981801,none,none
928,hsa00260,"Glycine, serine and threonine metabolism",GRHPR,1.489342719,0.002087092,none,Grhpr,2.472276565,8.99E-06,up,none
929,hsa00260,"Glycine, serine and threonine metabolism",GLYCTK,-0.769037809,0.565731454,none,Glyctk,0.263169098,0.91968002,none,none
930,hsa00260,"Glycine, serine and threonine metabolism",PGAM1,1.985973308,6.52E-05,up,Pgam1,1.08203399,0.000256295,none,none
931,hsa00260,"Glycine, serine and threonine metabolism",BPGM,-2.251065063,3.03E-07,down,Bpgm,-7.139471561,2.91E-101,down,same
932,hsa00260,"Glycine, serine and threonine metabolism",PHGDH,3.642589707,1.48E-06,up,Phgdh,2.090720843,2.23E-05,up,same
933,hsa00260,"Glycine, serine and threonine metabolism",PSAT1,5.601491951,0.007317323,up,Psat1,0.772255381,0.007094875,none,none
934,hsa00260,"Glycine, serine and threonine metabolism",PSPH,4.6785879,1.42E-20,up,Psph,2.23098376,0.000114533,up,same
935,hsa00260,"Glycine, serine and threonine metabolism",GCAT,-1.953767264,9.22E-05,down,Gcat,4.858687847,2.09E-05,up,diff
936,hsa00260,"Glycine, serine and threonine metabolism",GCAT,-1.953767264,9.22E-05,down,Gcat,-1.791928276,NA,NA,NA
937,hsa00260,"Glycine, serine and threonine metabolism",ALAS1,0.516633308,0.286527312,none,Alas1,-0.073356669,0.827609545,none,none
938,hsa00260,"Glycine, serine and threonine metabolism",MAOB,-3.698387006,NA,NA,Maob,-10.85043238,1.09E-22,down,NA
939,hsa00260,"Glycine, serine and threonine metabolism",MAOA,0.002301196,0.998952709,none,Maoa,0.567052962,0.185363024,none,none
940,hsa00260,"Glycine, serine and threonine metabolism",AOC3,0.371145297,0.809258317,none,Aoc3,-3.830867932,0.105812745,none,none
941,hsa00260,"Glycine, serine and threonine metabolism",AOC2,0.765622794,0.43947638,none,Aoc2,-3.14739752,0.00188231,down,none
942,hsa00260,"Glycine, serine and threonine metabolism",GLDC,5.732821961,1.47E-31,up,Gldc,1.709471424,1.66E-07,up,same
943,hsa00260,"Glycine, serine and threonine metabolism",AMT,1.905278994,0.538617016,none,Amt,3.46695612,3.09E-11,up,none
944,hsa00260,"Glycine, serine and threonine metabolism",DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
945,hsa00260,"Glycine, serine and threonine metabolism",GCSH,1.198816537,0.259363817,none,Gcsh,-2.008427306,1.32E-10,down,none
946,hsa00260,"Glycine, serine and threonine metabolism",AGXT2,-2.484531716,NA,NA,Agxt2,-3.139559838,NA,NA,NA
947,hsa00260,"Glycine, serine and threonine metabolism",GATM,-3.932973189,2.40E-08,down,Gatm,-1.939855769,0.269804732,none,none
948,hsa00260,"Glycine, serine and threonine metabolism",GAMT,3.757751887,2.90E-07,up,Gamt,1.914180209,0.211802062,none,none
949,hsa00260,"Glycine, serine and threonine metabolism",CHDH,0.320892464,0.817177006,none,Chdh,-0.312822278,0.425558305,none,none
950,hsa00260,"Glycine, serine and threonine metabolism",ALDH7A1,-0.072553099,0.91286917,none,Aldh7a1,-1.211194829,0.017198096,none,none
951,hsa00260,"Glycine, serine and threonine metabolism",BHMT,2.581650896,0.000141398,up,Bhmt,6.679986397,3.48E-59,up,same
952,hsa00260,"Glycine, serine and threonine metabolism",DMGDH,-4.506889841,0.000353855,down,Dmgdh,2.74876839,3.64E-11,up,diff
953,hsa00260,"Glycine, serine and threonine metabolism",PIPOX,1.063467978,0.525948849,none,Pipox,-2.758164552,0.168375942,none,none
954,hsa00260,"Glycine, serine and threonine metabolism",SARDH,-2.960084357,0.000705378,down,Sardh,-9.341160217,2.06E-16,down,same
955,hsa00260,"Glycine, serine and threonine metabolism",GNMT,-2.484531716,NA,NA,Gnmt,-2.380306255,0.15448605,none,none
956,hsa00260,"Glycine, serine and threonine metabolism",CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
957,hsa00260,"Glycine, serine and threonine metabolism",CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
958,hsa00260,"Glycine, serine and threonine metabolism",CTH,12.5897948,2.77E-15,up,Cth,-0.616108771,0.007723167,none,none
959,hsa00260,"Glycine, serine and threonine metabolism",SDS,-8.427295463,7.17E-06,down,Sds,-0.058713509,NA,none,none
960,hsa00260,"Glycine, serine and threonine metabolism",SRR,0.753536982,0.427386107,none,Srr,0.711689309,0.253751166,none,none
961,hsa00380,Tryptophan metabolism,IDO2,-5.706716495,0.11502692,none,Ido2,-0.122884089,NA,none,none
962,hsa00380,Tryptophan metabolism,AFMID,-2.532349113,7.58E-06,down,Afmid,-1.192930467,0.130709627,none,none
963,hsa00380,Tryptophan metabolism,KMO,2.77405677,NA,NA,Kmo,-1.207856046,0.616674625,none,none
964,hsa00380,Tryptophan metabolism,KYNU,1.216272789,0.332497892,none,Kynu,-7.360577959,3.27E-07,down,none
965,hsa00380,Tryptophan metabolism,ACMSD,2.783453119,NA,NA,Acmsd,-0.862364401,0.552053795,none,none
966,hsa00380,Tryptophan metabolism,ALDH8A1,-5.325344659,0.002964798,down,Aldh8a1,-6.621409542,0.003100025,down,same
967,hsa00380,Tryptophan metabolism,DHTKD1,2.688924707,5.80E-07,up,Dhtkd1,-2.160860017,1.27E-15,down,diff
968,hsa00380,Tryptophan metabolism,DLST,-3.018970996,2.07E-07,down,Dlst,1.106804408,4.96E-05,none,none
969,hsa00380,Tryptophan metabolism,DLD,2.672763523,7.19E-08,up,Dld,1.53124752,6.13E-06,up,same
970,hsa00380,Tryptophan metabolism,GCDH,1.768179427,0.00083773,up,Gcdh,1.528666563,0.004704203,up,same
971,hsa00380,Tryptophan metabolism,HADHA,2.179724804,8.64E-07,up,Hadha,2.994083537,4.62E-33,up,same
972,hsa00380,Tryptophan metabolism,EHHADH,2.459332727,0.113693428,none,Ehhadh,-3.353750454,0.028491528,down,none
973,hsa00380,Tryptophan metabolism,ECHS1,3.171617256,5.93E-15,up,Echs1,1.386618501,2.99E-06,none,none
974,hsa00380,Tryptophan metabolism,HADH,1.089896469,0.030868337,none,Hadh,5.779047754,5.79E-60,up,none
975,hsa00380,Tryptophan metabolism,ACAT2,2.611569386,1.10E-07,up,Acat3,0.366443628,0.686551555,none,none
976,hsa00380,Tryptophan metabolism,ACAT2,2.611569386,1.10E-07,up,Acat2,3.090153865,1.82E-31,up,same
977,hsa00380,Tryptophan metabolism,ACAT1,2.535916418,7.21E-08,up,Acat1,-2.41187751,2.05E-17,down,diff
978,hsa00380,Tryptophan metabolism,AADAT,3.170637991,9.15E-05,up,Aadat,-2.087992368,NA,NA,NA
979,hsa00380,Tryptophan metabolism,TPH2,-7.121928867,0.001636548,down,Tph2,-5.712577543,6.18E-14,down,same
980,hsa00380,Tryptophan metabolism,TPH1,0.963358387,0.728564109,none,Tph1,-3.597913291,NA,NA,none
981,hsa00380,Tryptophan metabolism,DDC,-2.797575886,0.338854957,none,Ddc,3.309683476,9.81E-07,up,none
982,hsa00380,Tryptophan metabolism,MAOB,-3.698387006,NA,NA,Maob,-10.85043238,1.09E-22,down,NA
983,hsa00380,Tryptophan metabolism,MAOA,0.002301196,0.998952709,none,Maoa,0.567052962,0.185363024,none,none
984,hsa00380,Tryptophan metabolism,ALDH2,3.622725091,4.44E-14,up,Aldh2,0.896156031,0.038757786,none,none
985,hsa00380,Tryptophan metabolism,ALDH3A2,3.403652778,3.27E-08,up,Aldh3a2,1.930358055,2.79E-09,up,same
986,hsa00380,Tryptophan metabolism,ALDH1B1,3.463939794,3.66E-07,up,Aldh1b1,0.276528136,0.863176211,none,none
987,hsa00380,Tryptophan metabolism,ALDH7A1,-0.072553099,0.91286917,none,Aldh7a1,-1.211194829,0.017198096,none,none
988,hsa00380,Tryptophan metabolism,ALDH9A1,-0.540947595,0.349528094,none,Aldh9a1,-1.121353895,1.10E-09,none,none
989,hsa00380,Tryptophan metabolism,AOX1,-0.715516921,0.521087531,none,Aox1,-0.247020727,0.866782094,none,none
990,hsa00380,Tryptophan metabolism,CYP1A1,7.536940268,0.000633483,up,Cyp1a1,-2.743092312,NA,NA,NA
991,hsa00380,Tryptophan metabolism,CYP1B1,3.149458005,0.013512546,up,Cyp1b1,-8.531277397,5.36E-13,down,diff
992,hsa00380,Tryptophan metabolism,IL4I1,-1.15270922,0.60098565,none,Il4i1,0.99330289,0.748801173,none,none
993,hsa00380,Tryptophan metabolism,AOC1,-2.484531716,NA,NA,Aoc1,2.214359793,0.373903603,none,none
994,hsa00380,Tryptophan metabolism,CAT,4.799493629,6.70E-09,up,Cat,4.757866151,1.36E-28,up,same
995,hsa00250,"Alanine, aspartate and glutamate metabolism",GOT1,1.955615888,0.000217975,up,Got1,2.763930207,3.21E-20,up,same
996,hsa00250,"Alanine, aspartate and glutamate metabolism",GOT1L1,-2.895941812,NA,NA,Got1l1,3.719426773,1.90E-09,up,NA
997,hsa00250,"Alanine, aspartate and glutamate metabolism",GOT2,3.457575494,1.15E-17,up,Got2,1.608084013,7.85E-06,up,same
998,hsa00250,"Alanine, aspartate and glutamate metabolism",IL4I1,-1.15270922,0.60098565,none,Il4i1,0.99330289,0.748801173,none,none
999,hsa00250,"Alanine, aspartate and glutamate metabolism",ASRGL1,4.130021533,7.50E-23,up,Asrgl1,1.11259205,0.231848246,none,none
1000,hsa00250,"Alanine, aspartate and glutamate metabolism",ASNS,0.173431335,0.95189044,none,Asns,4.881556573,1.05E-15,up,none
1001,hsa00250,"Alanine, aspartate and glutamate metabolism",NIT2,3.852681481,1.28E-18,up,Nit2,1.273165091,0.032144169,none,none
1002,hsa00250,"Alanine, aspartate and glutamate metabolism",GPT2,2.047444315,3.27E-06,up,Gpt2,-2.977725816,1.65E-14,down,diff
1003,hsa00250,"Alanine, aspartate and glutamate metabolism",AGXT2,-2.484531716,NA,NA,Agxt2,-3.139559838,NA,NA,NA
1004,hsa00250,"Alanine, aspartate and glutamate metabolism",ASS1,2.775370432,4.26E-05,up,Ass1,7.20995468,5.44E-86,up,same
1005,hsa00250,"Alanine, aspartate and glutamate metabolism",ASL,1.050821963,0.151375752,none,Asl,-0.168588232,0.803125635,none,none
1006,hsa00250,"Alanine, aspartate and glutamate metabolism",ADSL,2.236643433,0.000727391,up,Adsl,-0.675756765,0.017068566,none,none
1007,hsa00250,"Alanine, aspartate and glutamate metabolism",NAT8L,1.185809333,0.526308502,none,Nat8l,-4.733018877,9.55E-05,down,none
1008,hsa00250,"Alanine, aspartate and glutamate metabolism",RIMKLB,3.200967917,9.22E-11,up,Rimklb,-6.595939003,6.48E-55,down,diff
1009,hsa00250,"Alanine, aspartate and glutamate metabolism",RIMKLA,-4.882523494,1.61E-17,down,Rimkla,-4.998687568,1.04E-30,down,same
1010,hsa00250,"Alanine, aspartate and glutamate metabolism",ASPA,7.737716392,0.000280299,up,Aspa,6.740805552,5.20E-16,up,same
1011,hsa00250,"Alanine, aspartate and glutamate metabolism",GAD1,-0.839995466,0.405783576,none,Gad1,-5.181681729,0.060560471,none,none
1012,hsa00250,"Alanine, aspartate and glutamate metabolism",GAD2,-5.636270979,0.12602727,none,Gad2,-8.974725315,3.08E-14,down,none
1013,hsa00250,"Alanine, aspartate and glutamate metabolism",ABAT,-2.101502514,0.011169663,down,Abat,-2.496291284,2.65E-06,down,same
1014,hsa00250,"Alanine, aspartate and glutamate metabolism",ALDH5A1,-3.004312656,0.000108917,down,Aldh5a1,-3.164285905,6.74E-05,down,same
1015,hsa00250,"Alanine, aspartate and glutamate metabolism",GLUD1,1.18958719,0.017347558,none,Glud1,1.149595733,1.14E-11,none,none
1016,hsa00250,"Alanine, aspartate and glutamate metabolism",ALDH4A1,2.665630843,0.003509261,up,Aldh4a1,0.839761706,0.204661392,none,none
1017,hsa00250,"Alanine, aspartate and glutamate metabolism",GLUL,0.036014169,0.958881647,none,Glul,-0.936412013,1.87E-05,none,none
1018,hsa00250,"Alanine, aspartate and glutamate metabolism",CAD,1.746548282,0.001038074,up,Cad,1.197331233,0.00304233,none,none
1019,hsa00250,"Alanine, aspartate and glutamate metabolism",GLS2,0.054875788,0.986609732,none,Gls2,-0.71417948,0.384458532,none,none
1020,hsa00250,"Alanine, aspartate and glutamate metabolism",GLS,0.405380042,0.428190747,none,Gls,-0.606121028,0.132125631,none,none
1021,hsa00250,"Alanine, aspartate and glutamate metabolism",CPS1,-6.033274502,3.06E-10,down,Cps1,-7.233894454,6.95E-09,down,same
1022,hsa00250,"Alanine, aspartate and glutamate metabolism",GFPT2,-0.093725482,0.939176426,none,Gfpt2,-2.865781174,0.008176916,down,none
1023,hsa00250,"Alanine, aspartate and glutamate metabolism",GFPT1,1.174402963,0.007657148,none,Gfpt1,-0.718415943,0.010568559,none,none
1024,hsa00250,"Alanine, aspartate and glutamate metabolism",PPAT,2.007891516,0.000171142,up,Ppat,-0.248530065,0.340041874,none,none
1025,hsa00062,Fatty acid elongation,ACAA2,2.554244881,6.34E-07,up,Acaa2,6.993622827,6.66E-59,up,same
1026,hsa00062,Fatty acid elongation,HADHB,3.726861647,1.30E-17,up,Hadhb,1.330809588,5.82E-08,none,none
1027,hsa00062,Fatty acid elongation,HADH,1.089896469,0.030868337,none,Hadh,5.779047754,5.79E-60,up,none
1028,hsa00062,Fatty acid elongation,HADHA,2.179724804,8.64E-07,up,Hadha,2.994083537,4.62E-33,up,same
1029,hsa00062,Fatty acid elongation,ECHS1,3.171617256,5.93E-15,up,Echs1,1.386618501,2.99E-06,none,none
1030,hsa00062,Fatty acid elongation,MECR,3.259177446,4.14E-12,up,Mecr,2.734705809,2.25E-05,up,same
1031,hsa00062,Fatty acid elongation,PPT1,1.607515758,0.000785092,up,Ppt1,0.988226505,0.004326139,none,none
1032,hsa00062,Fatty acid elongation,PPT2,-1.511927919,0.003362016,down,Ppt2,-1.37189974,0.007790796,none,none
1033,hsa00062,Fatty acid elongation,ELOVL1,0.756842269,0.435874856,none,Elovl1,-0.14932865,0.776067209,none,none
1034,hsa00062,Fatty acid elongation,ELOVL2,-8.352930372,1.30E-05,down,Elovl2,-3.631927317,0.016499415,down,same
1035,hsa00062,Fatty acid elongation,ELOVL3,-5.253660152,2.43E-18,down,Elovl3,-5.56105592,0.009898307,down,same
1036,hsa00062,Fatty acid elongation,ELOVL4,-3.290801849,6.89E-11,down,Elovl4,-6.890447799,2.51E-06,down,same
1037,hsa00062,Fatty acid elongation,ELOVL5,-2.365290023,2.56E-08,down,Elovl5,3.528490051,4.94E-27,up,diff
1038,hsa00062,Fatty acid elongation,ELOVL6,1.146895924,0.070320483,none,Elovl6,2.175478155,3.21E-15,up,none
1039,hsa00062,Fatty acid elongation,ELOVL7,-4.423460282,0.0004121,down,Elovl7,1.071871905,9.93E-07,none,none
1040,hsa00062,Fatty acid elongation,HSD17B12,-0.323739595,0.624014864,none,Hsd17b12,1.440479923,0.00031822,none,none
1041,hsa00062,Fatty acid elongation,TECR,1.074431234,0.017520899,none,Tecr,3.047994977,8.81E-13,up,none
1042,hsa00062,Fatty acid elongation,ACOT4,-0.004570853,0.997475527,none,Acot4,-2.335617975,0.066843901,none,none
1043,hsa00062,Fatty acid elongation,ACOT2,-1.092316863,0.18604066,none,Acot2,2.459976784,9.07E-05,up,none
